week	period	section	category	reg_hrs	reg_pay	ot_pay	total_pay	pct_sales	pct_food_sales
7.05.26	report_week	boh	Cook	349	5899	7	5906	5.88	9.51
7.05.26	report_week	boh	Prep	62	1221	0	1221	1.22	1.97
7.05.26	report_week	boh	Expo	80	1756	584	2340	2.33	3.77
7.05.26	report_week	boh	Dish	121	1308	0	1308	1.30	2.11
7.05.26	report_week	boh	Salary	0	12383	0	12383	12.33	19.94
7.05.26	report_week	boh	BOH TOTAL	612	22567	591	23158	23.06	37.29
7.05.26	last_year	foh	Security	61	1249	0	1249	0.88	
7.05.26	last_year	foh	Bar Back	200	1163	45	1208	0.85	
7.05.26	last_year	foh	Bartender	184	973	17	990	0.70	
7.05.26	last_year	foh	Crepe	0	300	0	300	0.21	
7.05.26	last_year	foh	Cafe	176	1200	0	1200	0.84	
7.05.26	last_year	foh	Hostess	212	1273	0	1273	0.90	
7.05.26	last_year	foh	Runner	36	192	0	192	0.14	
7.05.26	last_year	foh	Server	634	3277	174	3451	2.43	
7.05.26	last_year	foh	Training	96	1032	0	1032	0.73	
7.05.26	last_year	foh	Maintenance	20	343	0	343	0.24	
7.05.26	last_year	foh	COPS	0	1548		1548	0.90	
7.05.26	last_year	foh	FOH TOTAL	1619	12550	236	12786	8.99	
7.05.26	report_week	foh	Security	10	194	0	194	0.19	
7.05.26	report_week	foh	Bar Back	156	860	0	860	0.86	
7.05.26	report_week	foh	Bartender	171	940	0	940	0.94	
7.05.26	report_week	foh	Crepe	0	0	0	0	0.00	
7.05.26	report_week	foh	Cafe	179	1073	0	1073	1.07	
7.05.26	report_week	foh	Hostess	159	1396	0	1396	1.39	
7.05.26	report_week	foh	Runner	17	95	0	95	0.09	
7.05.26	report_week	foh	Server	372	2017	45	2062	2.05	
7.05.26	report_week	foh	Training	67	735	0	735	0.73	
7.05.26	report_week	foh	Maintenance	10	145	0	145	0.14	
7.05.26	report_week	foh	COPS	0	1278	0	1278	1.27	
7.05.26	report_week	foh	FOH TOTAL	1141	8733	45	8778	8.74	
7.05.26	last_year	mgmt	Bonuses	0	0	0	0	0.00	
7.05.26	last_year	mgmt	Comp	0	1128	0	1128	0.79	
7.05.26	last_year	mgmt	Salary	0	6210		6210	4.37	
7.05.26	last_year	mgmt	MGMT TOTAL	0	7338	0	7338	5.16	
7.05.26	report_week	mgmt	Bonuses	0	0	0	0	0.00	
7.05.26	report_week	mgmt	Comp		1200	0	1200	1.19	
7.05.26	report_week	mgmt	Salary	0	5834		5834	5.81	
7.05.26	report_week	mgmt	MGMT TOTAL	0	7034	0	7034	7.00	
7.12.26	last_year	exec	BOH	685	9240	0	9240	5.47	9.90
7.12.26	last_year	exec	FOH	1392	9097	109	9206	5.45	
7.12.26	last_year	exec	Training	46	492	0	492	0.29	
7.12.26	last_year	exec	FOH Salary	0	7338	0	7338	4.35	
7.12.26	last_year	exec	BOH Salary	0	12615	0	12615	7.47	13.52
7.12.26	last_year	exec	OTHER	0	1548	0	1548	0.92	
7.12.26	last_year	exec	SUBTOTAL	2123	40330	109	40439	23.95	23.42
7.12.26	last_year	exec	PAYROLL TAX		8066	22	8088	4.79	
7.12.26	last_year	exec	TOTAL LABOR		48395	131	48526	28.74	
7.12.26	report_week	exec	BOH	647	11102	0	11102	8.32	15.11
7.12.26	report_week	exec	FOH	1140	6755	77	6832	5.12	
7.12.26	report_week	exec	Training	190	1987	142	2129	1.59	
7.12.26	report_week	exec	FOH Salary	0	6225	0	6225	4.66	
7.12.26	report_week	exec	BOH Salary	0	12615	0	12615	9.45	17.17
7.12.26	report_week	exec	OTHER	0	852	0	852	0.64	
7.12.26	report_week	exec	SUBTOTAL	1977	39536	219	39755	29.78	32.28
7.12.26	report_week	exec	PAYROLL TAX		7907	44	7951	5.96	
7.12.26	report_week	exec	TOTAL LABOR		47443	263	47705	35.74	
7.12.26	last_year	boh	Cook	452	6105	0	6105	3.62	6.54
7.12.26	last_year	boh	Prep	80	1639	0	1639	0.97	1.76
7.12.26	last_year	boh	Expo	0	0	0	0	0.00	0.00
7.12.26	last_year	boh	Dish	153	1496	0	1496	0.89	1.60
7.12.26	last_year	boh	Salary	0	12615	0	12615	7.47	13.52
7.12.26	last_year	boh	BOH TOTAL	685	21855	0	21855	12.94	23.42
7.12.26	report_week	boh	Cook	360	6417	109	6526	4.89	8.88
7.12.26	report_week	boh	Prep	80	1556	0	1556	1.17	2.12
7.12.26	report_week	boh	Expo	80	1759	0	1759	1.32	2.39
7.12.26	report_week	boh	Dish	127	1370	8	1378	1.03	1.88
7.12.26	report_week	boh	Salary	0	12615	0	12615	9.45	17.17
7.12.26	report_week	boh	BOH TOTAL	647	23717	117	23834	17.85	32.44
7.12.26	last_year	foh	Security	66	1368	0	1368	0.81	
7.12.26	last_year	foh	Bar Back	226	1320	65	1385	0.82	
7.12.26	last_year	foh	Bartender	193	929	20	949	0.56	
7.12.26	last_year	foh	Crepe	0	300	0	300	0.18	
7.12.26	last_year	foh	Cafe	142	851	2	853	0.51	
7.12.26	last_year	foh	Hostess	205	1230	0	1230	0.73	
7.12.26	last_year	foh	Runner	13	69	0	69	0.04	
7.12.26	last_year	foh	Server	539	2873	22	2895	1.71	
7.12.26	last_year	foh	Training	46	492	0	492	0.29	
7.12.26	last_year	foh	Maintenance	8	157	0	157	0.09	
7.12.26	last_year	foh	COPS	0	1548		1548	0.50	
7.12.26	last_year	foh	FOH TOTAL	1438	11137	109	11246	6.66	
7.12.26	report_week	foh	Security	18	351	0	351	0.26	
7.12.26	report_week	foh	Bar Back	187	980	77	1057	0.79	
7.12.26	report_week	foh	Bartender	164	810	140	950	0.71	
7.12.26	report_week	foh	Crepe	0	0	0	0	0.00	
7.12.26	report_week	foh	Cafe	215	1290	0	1290	0.97	
7.12.26	report_week	foh	Hostess	142	853	0	853	0.64	
7.12.26	report_week	foh	Runner	17	93	0	93	0.07	
7.12.26	report_week	foh	Server	382	2078	30	2108	1.58	
7.12.26	report_week	foh	Training	190	1987	142	2129	1.59	
7.12.26	report_week	foh	Maintenance	15	300	0	300	0.22	
7.12.26	report_week	foh	COPS	0	852	0	852	0.64	
7.12.26	report_week	foh	FOH TOTAL	1330	9594	389	9983	7.48	
7.12.26	last_year	mgmt	Bonuses	0	0	0	0	0.00	
7.12.26	last_year	mgmt	Comp	0	1128	0	1128	0.67	
7.12.26	last_year	mgmt	Salary	0	6210		6210	3.68	
7.12.26	last_year	mgmt	MGMT TOTAL	0	7338	0	7338	4.35	
7.12.26	report_week	mgmt	Bonuses	0	0	0	0	0.00	
7.12.26	report_week	mgmt	Comp		1200	0	1200	0.90	
7.12.26	report_week	mgmt	Salary	0	5025		5025	3.76	
7.12.26	report_week	mgmt	MGMT TOTAL	0	6225	0	6225	4.66	
7.19.26	last_year	exec	BOH	680	9163	0	9163	4.90	9.07
7.19.26	last_year	exec	FOH	1451	9379	207	9586	5.13	
7.19.26	last_year	exec	Training	39	414	0	414	0.22	
7.19.26	last_year	exec	FOH Salary	0	7338	0	7338	3.92	
7.19.26	last_year	exec	BOH Salary	0	12615	0	12615	6.75	12.49
7.19.26	last_year	exec	OTHER	0	1548	0	1548	0.83	
7.19.26	last_year	exec	SUBTOTAL	2170	40457	207	40664	21.75	21.56
7.19.26	last_year	exec	PAYROLL TAX		8091	41	8133	4.35	
7.19.26	last_year	exec	TOTAL LABOR		48548	248	48796	26.10	
7.19.26	report_week	exec	BOH	619	10010	0	10010	7.54	13.62
7.19.26	report_week	exec	FOH	1023	6637	77	6714	5.06	
7.19.26	report_week	exec	Training	113	1244	0	1244	0.94	
7.19.26	report_week	exec	FOH Salary	0	6225	0	6225	4.69	
7.19.26	report_week	exec	BOH Salary	0	12615	0	12615	9.50	17.17
7.19.26	report_week	exec	OTHER	0	426	0	426	0.32	
7.19.26	report_week	exec	SUBTOTAL	1755	37157	77	37234	28.05	30.79
7.19.26	report_week	exec	PAYROLL TAX		7431	15	7447	5.61	
7.19.26	report_week	exec	TOTAL LABOR		44588	92	44680	33.66	
7.19.26	last_year	boh	Cook	440	5894	0	5894	3.15	5.84
7.19.26	last_year	boh	Prep	80	1636	0	1636	0.87	1.62
7.19.26	last_year	boh	Expo	0	0	0	0	0.00	0.00
7.19.26	last_year	boh	Dish	160	1633	0	1633	0.87	1.62
7.19.26	last_year	boh	Salary	0	12615	0	12615	6.75	12.49
7.19.26	last_year	boh	BOH TOTAL	680	21778	0	21778	11.65	21.56
7.19.26	report_week	boh	Cook	365	5988	354	6342	4.78	8.63
7.19.26	report_week	boh	Prep	82	1560	71	1631	1.23	2.22
7.19.26	report_week	boh	Expo	79	1749	0	1749	1.32	2.38
7.19.26	report_week	boh	Dish	93	713	0	713	0.54	0.97
7.19.26	report_week	boh	Salary	0	12615	0	12615	9.50	17.17
7.19.26	report_week	boh	BOH TOTAL	619	22625	425	23050	17.36	31.37
7.19.26	last_year	foh	Security	44	929	0	929	0.50	
7.19.26	last_year	foh	Bar Back	215	1289	26	1315	0.70	
7.19.26	last_year	foh	Bartender	201	992	30	1022	0.55	
7.19.26	last_year	foh	Crepe	0	300	0	300	0.16	
7.19.26	last_year	foh	Cafe	160	1110	47	1157	0.62	
7.19.26	last_year	foh	Hostess	160	1110	0	1110	0.59	
7.19.26	last_year	foh	Runner	47	252	0	252	0.13	
7.19.26	last_year	foh	Server	610	3194	104	3298	1.76	
7.19.26	last_year	foh	Training	39	414	0	414	0.22	
7.19.26	last_year	foh	Maintenance	14	203	0	203	0.11	
7.19.26	last_year	foh	COPS	0	1548		1548	0.23	
7.19.26	last_year	foh	FOH TOTAL	1490	11341	207	11548	6.18	
7.19.26	report_week	foh	Security	12	249	0	249	0.19	
7.19.26	report_week	foh	Bar Back	175	961	5	966	0.73	
7.19.26	report_week	foh	Bartender	141	774	0	774	0.58	
7.19.26	report_week	foh	Crepe	7	300	0	300	0.23	
7.19.26	report_week	foh	Cafe	187	1122	0	1122	0.85	
7.19.26	report_week	foh	Hostess	128	1107	0	1107	0.83	
7.19.26	report_week	foh	Runner	20	112	0	112	0.08	
7.19.26	report_week	foh	Server	348	1912	0	1912	1.44	
7.19.26	report_week	foh	Training	113	1244	0	1244	0.94	
7.19.26	report_week	foh	Maintenance	5	100	0	100	0.08	
7.19.26	report_week	foh	COPS	0	426	0	426	0.32	
7.19.26	report_week	foh	FOH TOTAL	1136	8307	5	8312	6.26	
7.19.26	last_year	mgmt	Bonuses	0	0	0	0	0.00	
7.19.26	last_year	mgmt	Comp	0	1128	0	1128	0.60	
7.19.26	last_year	mgmt	Salary	0	6210		6210	3.32	
7.19.26	last_year	mgmt	MGMT TOTAL	0	7338	0	7338	3.92	
7.19.26	report_week	mgmt	Bonuses	0	0	0	0	0.00	
7.19.26	report_week	mgmt	Comp		1200	0	1200	0.90	
7.19.26	report_week	mgmt	Salary	0	5025		5025	3.79	
7.19.26	report_week	mgmt	MGMT TOTAL	0	6225	0	6225	4.69	
7.26.26	last_year	exec	BOH	736	10315	0	10315	5.87	11.01
7.26.26	last_year	exec	FOH	1393	9120	339	9459	5.38	
7.26.26	last_year	exec	Training	30	323	0	323	0.18	
7.26.26	last_year	exec	FOH Salary	0	7338	0	7338	4.18	
7.26.26	last_year	exec	BOH Salary	0	12383	0	12383	7.05	13.22
7.26.26	last_year	exec	OTHER	0	1548	0	1548	0.88	
7.26.26	last_year	exec	SUBTOTAL	2159	41027	339	41366	23.54	24.23
7.26.26	last_year	exec	PAYROLL TAX		8205	68	8273	4.71	
7.26.26	last_year	exec	TOTAL LABOR		49232	407	49639	28.25	
7.26.26	report_week	exec	BOH	720	12536	0	12536	8.05	15.98
7.26.26	report_week	exec	FOH	1269	8043	77	8120	5.22	
7.26.26	report_week	exec	Training	77	852	0	852	0.55	
7.26.26	report_week	exec	FOH Salary	0	7034	0	7034	4.52	
7.26.26	report_week	exec	BOH Salary	0	12383	0	12383	7.95	15.78
7.26.26	report_week	exec	OTHER	0	426	0	426	0.27	
7.26.26	report_week	exec	SUBTOTAL	2066	41274	77	41351	26.56	31.77
7.26.26	report_week	exec	PAYROLL TAX		8255	15	8270	5.31	
7.26.26	report_week	exec	TOTAL LABOR		49528	92	49621	31.87	
7.26.26	last_year	boh	Cook	464	6504	0	6504	3.70	6.94
7.26.26	last_year	boh	Prep	79	1626	0	1626	0.93	1.74
7.26.26	last_year	boh	Expo	0	0	0	0	0.00	0.00
7.26.26	last_year	boh	Dish	193	2185	0	2185	1.24	2.33
7.26.26	last_year	boh	Salary	0	12383	0	12383	7.05	13.22
7.26.26	last_year	boh	BOH TOTAL	736	22698	0	22698	12.92	24.23
7.26.26	report_week	boh	Cook	466	8502	0	8502	5.46	10.84
7.26.26	report_week	boh	Prep	80	1556	0	1556	1.00	1.98
7.26.26	report_week	boh	Expo	80	1758	0	1758	1.13	2.24
7.26.26	report_week	boh	Dish	94	720	93	813	0.52	1.04
7.26.26	report_week	boh	Salary	0	12383	0	12383	7.95	15.78
7.26.26	report_week	boh	BOH TOTAL	720	24919	93	25012	16.06	31.88
7.26.26	last_year	foh	Security	37	779	0	779	0.44	
7.26.26	last_year	foh	Bar Back	110	1092	163	1255	0.71	
7.26.26	last_year	foh	Bartender	223	1127	98	1225	0.70	
7.26.26	last_year	foh	Crepe	0	300	0	300	0.17	
7.26.26	last_year	foh	Cafe	181	1085	6	1091	0.62	
7.26.26	last_year	foh	Hostess	181	1088	0	1088	0.62	
7.26.26	last_year	foh	Runner	37	207	0	207	0.12	
7.26.26	last_year	foh	Server	612	3229	72	3301	1.88	
7.26.26	last_year	foh	Training	30	323	0	323	0.18	
7.26.26	last_year	foh	Maintenance	12	213	0	213	0.12	
7.26.26	last_year	foh	COPS	0	1548		1548	0.24	
7.26.26	last_year	foh	FOH TOTAL	1423	10991	339	11330	6.45	
7.26.26	report_week	foh	Security	12	238	0	238	0.15	
7.26.26	report_week	foh	Bar Back	188	1000	49	1049	0.67	
7.26.26	report_week	foh	Bartender	203	1110	11	1121	0.72	
7.26.26	report_week	foh	Crepe	0	225	0	225	0.14	
7.26.26	report_week	foh	Cafe	217	1305	0	1305	0.84	
7.26.26	report_week	foh	Hostess	162	1396	0	1396	0.90	
7.26.26	report_week	foh	Runner	38	209	0	209	0.13	
7.26.26	report_week	foh	Server	439	2353	93	2446	1.57	
7.26.26	report_week	foh	Training	77	852	0	852	0.55	
7.26.26	report_week	foh	Maintenance	10	207	0	207	0.13	
7.26.26	report_week	foh	COPS	0	426	0	426	0.27	
7.26.26	report_week	foh	FOH TOTAL	1346	9321	153	9474	6.08	
7.26.26	last_year	mgmt	Bonuses	0	0	0	0	0.00	
7.26.26	last_year	mgmt	Comp	0	1128	0	1128	0.64	
7.26.26	last_year	mgmt	Salary	0	6210		6210	3.53	
7.26.26	last_year	mgmt	MGMT TOTAL	0	7338	0	7338	4.18	
7.26.26	report_week	mgmt	Bonuses	0	0	0	0	0.00	
7.26.26	report_week	mgmt	Comp		1200	0	1200	0.77	
7.26.26	report_week	mgmt	Salary	0	5834		5834	3.75	
7.26.26	report_week	mgmt	MGMT TOTAL	0	7034	0	7034	4.52	
8.2.26	last_year	exec	BOH	769	9972	1462	11434	7.23	13.13
8.2.26	last_year	exec	FOH	1434	8960	179	9139	5.78	
8.2.26	last_year	exec	Training	130	1391	0	1391	0.88	
8.2.26	last_year	exec	FOH Salary	0	7338	0	7338	4.64	
8.2.26	last_year	exec	BOH Salary	0	11272	0	11272	7.13	12.94
8.2.26	last_year	exec	OTHER	0	1548	0	1548	0.98	
8.2.26	last_year	exec	SUBTOTAL	2333	40481	1641	42122	26.65	26.08
8.2.26	last_year	exec	PAYROLL TAX		8096	328	8424	5.33	
8.2.26	last_year	exec	TOTAL LABOR		48577	1969	50546	31.98	
8.2.26	report_week	exec	BOH	672	11848	0	11848	10.07	18.03
8.2.26	report_week	exec	FOH	1002	6442	77	6519	5.54	
8.2.26	report_week	exec	Training	42	464	0	464	0.39	
8.2.26	report_week	exec	FOH Salary	0	6120	0	6120	5.20	
8.2.26	report_week	exec	BOH Salary	0	11272	0	11272	9.58	17.15
8.2.26	report_week	exec	OTHER	0	852	0	852	0.72	
8.2.26	report_week	exec	SUBTOTAL	1716	36998	77	37075	31.52	35.18
8.2.26	report_week	exec	PAYROLL TAX		7400	15	7415	6.30	
8.2.26	report_week	exec	TOTAL LABOR		44397	92	44489	37.82	
8.2.26	last_year	boh	Cook	513	6508	1238	7746	4.90	8.90
8.2.26	last_year	boh	Prep	79	1625	0	1625	1.03	1.87
8.2.26	last_year	boh	Expo	0	0	0	0	0.00	0.00
8.2.26	last_year	boh	Dish	177	1839	224	2063	1.31	2.37
8.2.26	last_year	boh	Salary	0	11272	0	11272	7.13	12.94
8.2.26	last_year	boh	BOH TOTAL	769	21244	1462	22706	14.36	26.08
8.2.26	report_week	boh	Cook	437	7190	244	7434	6.32	11.31
8.2.26	report_week	boh	Prep	80	1555	0	1555	1.32	2.37
8.2.26	report_week	boh	Expo	80	1758	0	1758	1.49	2.68
8.2.26	report_week	boh	Dish	75	1345	0	1345	1.14	2.05
8.2.26	report_week	boh	Salary	0	11272	0	11272	9.58	17.15
8.2.26	report_week	boh	BOH TOTAL	672	23120	244	23364	19.86	35.55
8.2.26	last_year	foh	Security	43	926	0	926	0.59	
8.2.26	last_year	foh	Bar Back	185	1100	60	1160	0.73	
8.2.26	last_year	foh	Bartender	201	964	64	1028	0.65	
8.2.26	last_year	foh	Crepe	0	300	0	300	0.19	
8.2.26	last_year	foh	Cafe	148	877	15	892	0.56	
8.2.26	last_year	foh	Hostess	210	1258	0	1258	0.80	
8.2.26	last_year	foh	Runner	40	215	0	215	0.14	
8.2.26	last_year	foh	Server	600	3182	40	3222	2.04	
8.2.26	last_year	foh	Training	130	1391	0	1391	0.88	
8.2.26	last_year	foh	Maintenance	7	138	0	138	0.09	
8.2.26	last_year	foh	COPS	0	1548		1548	0.54	
8.2.26	last_year	foh	FOH TOTAL	1564	11899	179	12078	7.64	
8.2.26	report_week	foh	Security	7	140	0	140	0.12	
8.2.26	report_week	foh	Bar Back	158	866	0	866	0.74	
8.2.26	report_week	foh	Bartender	168	926	0	926	0.79	
8.2.26	report_week	foh	Crepe	0	225	0	225	0.19	
8.2.26	report_week	foh	Cafe	166	994	0	994	0.85	
8.2.26	report_week	foh	Hostess	122	1081	0	1081	0.92	
8.2.26	report_week	foh	Runner	21	118	0	118	0.10	
8.2.26	report_week	foh	Server	350	1888	65	1953	1.66	
8.2.26	report_week	foh	Training	42	464	0	464	0.39	
8.2.26	report_week	foh	Maintenance	10	204	0	204	0.17	
8.2.26	report_week	foh	COPS	0	852	0	852	0.72	
8.2.26	report_week	foh	FOH TOTAL	1044	7758	65	7823	6.65	
8.2.26	last_year	mgmt	Bonuses	0	0	0	0	0.00	
8.2.26	last_year	mgmt	Comp	0	1128	0	1128	0.71	
8.2.26	last_year	mgmt	Salary	0	6210		6210	3.93	
8.2.26	last_year	mgmt	MGMT TOTAL	0	7338	0	7338	4.64	
8.2.26	report_week	mgmt	Bonuses	0	0	0	0	0.00	
8.2.26	report_week	mgmt	Comp		1200	0	1200	1.02	
8.2.26	report_week	mgmt	Salary	0	4920		4920	4.18	
8.2.26	report_week	mgmt	MGMT TOTAL	0	6120	0	6120	5.20	
8.9.26	last_year	exec	BOH	736	10315	0	10315	5.87	11.01
8.9.26	last_year	exec	FOH	1393	9120	339	9459	5.38	
8.9.26	last_year	exec	Training	30	323	0	323	0.18	
8.9.26	last_year	exec	FOH Salary	0	7338	0	7338	4.18	
8.9.26	last_year	exec	BOH Salary	0	12383	0	12383	7.05	13.22
8.9.26	last_year	exec	OTHER	0	1548	0	1548	0.88	
8.9.26	last_year	exec	SUBTOTAL	2159	41027	339	41366	23.54	24.23
8.9.26	last_year	exec	PAYROLL TAX		8205	68	8273	4.71	
8.9.26	last_year	exec	TOTAL LABOR		49232	407	49639	28.25	
8.9.26	report_week	exec	BOH	666	11442	0	11442	7.35	14.59
8.9.26	report_week	exec	FOH	1270	8057	77	8134	5.22	
8.9.26	report_week	exec	Training	77	852	0	852	0.55	
8.9.26	report_week	exec	FOH Salary	0	7034	0	7034	4.52	
8.9.26	report_week	exec	BOH Salary	0	12383	0	12383	7.95	15.78
8.9.26	report_week	exec	OTHER	0	426	0	426	0.27	
8.9.26	report_week	exec	SUBTOTAL	2013	40194	77	40271	25.86	30.37
8.9.26	report_week	exec	PAYROLL TAX		8039	15	8054	5.17	
8.9.26	report_week	exec	TOTAL LABOR		48232	92	48325	31.04	
8.9.26	last_year	boh	Cook	464	6504	0	6504	3.70	6.94
8.9.26	last_year	boh	Prep	79	1626	0	1626	0.93	1.74
8.9.26	last_year	boh	Expo	0	0	0	0	0.00	0.00
8.9.26	last_year	boh	Dish	193	2185	0	2185	1.24	2.33
8.9.26	last_year	boh	Salary	0	12383	0	12383	7.05	13.22
8.9.26	last_year	boh	BOH TOTAL	736	22698	0	22698	12.92	24.23
8.9.26	report_week	boh	Cook	413	7445	50	7495	4.81	9.55
8.9.26	report_week	boh	Prep	40	800	0	800	0.51	1.02
8.9.26	report_week	boh	Expo	80	1757	0	1757	1.13	2.24
8.9.26	report_week	boh	Dish	133	1440	53	1493	0.96	1.90
8.9.26	report_week	boh	Salary	0	12383	0	12383	7.95	15.78
8.9.26	report_week	boh	BOH TOTAL	666	23825	103	23928	15.37	30.50
8.9.26	last_year	foh	Security	37	779	0	779	0.44	
8.9.26	last_year	foh	Bar Back	110	1092	163	1255	0.71	
8.9.26	last_year	foh	Bartender	223	1127	98	1225	0.70	
8.9.26	last_year	foh	Crepe	0	300	0	300	0.17	
8.9.26	last_year	foh	Cafe	181	1085	6	1091	0.62	
8.9.26	last_year	foh	Hostess	181	1088	0	1088	0.62	
8.9.26	last_year	foh	Runner	37	207	0	207	0.12	
8.9.26	last_year	foh	Server	612	3229	72	3301	1.88	
8.9.26	last_year	foh	Training	30	323	0	323	0.18	
8.9.26	last_year	foh	Maintenance	12	213	0	213	0.12	
8.9.26	last_year	foh	COPS	0	1548		1548	0.24	
8.9.26	last_year	foh	FOH TOTAL	1423	10991	339	11330	6.45	
8.9.26	report_week	foh	Security	13	252	0	252	0.16	
8.9.26	report_week	foh	Bar Back	188	1000	49	1049	0.67	
8.9.26	report_week	foh	Bartender	203	1110	11	1121	0.72	
8.9.26	report_week	foh	Crepe	0	225	0	225	0.14	
8.9.26	report_week	foh	Cafe	217	1305	0	1305	0.84	
8.9.26	report_week	foh	Hostess	162	1396	0	1396	0.90	
8.9.26	report_week	foh	Runner	38	209	0	209	0.13	
8.9.26	report_week	foh	Server	439	2353	93	2446	1.57	
8.9.26	report_week	foh	Training	77	852	0	852	0.55	
8.9.26	report_week	foh	Maintenance	10	207	0	207	0.13	
8.9.26	report_week	foh	COPS	0	426	0	426	0.27	
8.9.26	report_week	foh	FOH TOTAL	1347	9335	153	9488	6.09	
8.9.26	last_year	mgmt	Bonuses	0	0	0	0	0.00	
8.9.26	last_year	mgmt	Comp	0	1128	0	1128	0.64	
8.9.26	last_year	mgmt	Salary	0	6210		6210	3.53	
8.9.26	last_year	mgmt	MGMT TOTAL	0	7338	0	7338	4.18	
8.9.26	report_week	mgmt	Bonuses	0	0	0	0	0.00	
8.9.26	report_week	mgmt	Comp		1200	0	1200	0.77	
8.9.26	report_week	mgmt	Salary	0	5834		5834	3.75	
8.9.26	report_week	mgmt	MGMT TOTAL	0	7034	0	7034	4.52	
